,course1,course2,corr,P-value,#students
16122,Psychology4340,Economics2140,0.103575605,0.4116109,65
16123,Psychology4340,English1101,0.365718886,0.011472209,47
16124,Psychology4340,English1102,0.242361279,0.000267171,222
16125,Psychology4340,History1000,0.372940107,0.000476233,84
16126,Psychology4340,Mathematics1100,0.216190402,0.020875152,114
16127,Psychology4340,Music1100,0.38408707,4.42E-05,107
16128,Psychology4340,Philosophy1000,0.320159905,1.05E-07,264
16129,Psychology4340,Physics1201,0.179026234,0.044022575,127
16130,Psychology4340,Physics1501,0.282254305,0.049422279,49
16131,Psychology4340,Physics1511,0.219908698,0.133132203,48
16136,Psychology4340,Psychology1100,0.554839896,3.84E-10,109
16137,Psychology4340,Psychology1200,0.417063897,2.51E-08,165
16138,Psychology4340,Psychology2000,0.512494013,4.07E-14,190
16139,Psychology4340,Psychology2010,0.638657959,3.37E-24,199
16140,Psychology4340,Psychology2200,0.519036283,2.54E-06,73
16141,Psychology4340,Psychology2201,0.477040888,0.005000448,33
16142,Psychology4340,Psychology2301,0.783091733,3.14E-07,30
16145,Psychology4340,Psychology2501,0.627148998,3.82E-13,108
16146,Psychology4340,Psychology2600,0.241227532,0.123808919,42
16147,Psychology4340,Psychology2601,0.675760502,2.35E-06,39
16148,Psychology4340,Psychology2700,0.565420258,3.10E-11,117
16149,Psychology4340,Psychology2710,0.250905114,0.024775575,80
16150,Psychology4340,Psychology2800,0.497347133,9.52E-11,150
16151,Psychology4340,Psychology2900,0.466559361,9.06E-12,192
16152,Psychology4340,Psychology3100,0.061229752,0.771244173,25
16153,Psychology4340,Psychology3110,0.271368847,0.179924577,26
16156,Psychology4340,Psychology3300,0.594593544,0.001072421,27
16158,Psychology4340,Psychology3330,0.650165076,2.37E-06,43
16165,Psychology4340,Psychology3600,0.525286993,7.17E-12,148
16166,Psychology4340,Psychology3610,0.565131412,0.009417613,20
16168,Psychology4340,Psychology3700,0.603325455,2.98E-05,41
16171,Psychology4340,Psychology3730,0.552231424,0.000708742,34
16173,Psychology4340,Psychology3820,0.052017049,0.737371622,44
16176,Psychology4340,Psychology3930,0.568371847,2.51E-05,48
16177,Psychology4340,Psychology3950,0.26324197,0.262129076,20
16181,Psychology4340,Psychology4310,0.685316281,2.95E-09,58
16184,Psychology4340,Psychology4340,1,0,517
16187,Psychology4340,Psychology4810,0.770852965,9.94E-07,29
16196,Psychology4340,Theatre1100,0.283738812,0.002790962,109
16197,Psychology4340,Theology1000,0.278259464,6.45E-06,255
16198,Psychology4340,Theology3200,0.503046581,9.07E-05,55
16199,Psychology4340,VisualArts1101,0.389210435,0.009020778,44
16259,Psychology4370,English1102,0.383627384,0.003515811,56
16261,Psychology4370,Mathematics1100,0.367889311,0.03830469,32
16263,Psychology4370,Philosophy1000,0.436404503,0.000615628,58
16272,Psychology4370,Psychology1200,0.172151711,0.281802077,41
16273,Psychology4370,Psychology2000,0.465601147,0.003221319,38
16274,Psychology4370,Psychology2010,0.538701481,0.000403222,39
16285,Psychology4370,Psychology2800,0.282266757,0.162384022,26
16286,Psychology4370,Psychology2900,0.359968822,0.028640428,37
16300,Psychology4370,Psychology3600,0.580165539,0.000623591,31
16320,Psychology4370,Psychology4370,1,0,72
16332,Psychology4370,Theology1000,0.298858707,0.022676088,58
16409,Psychology4600,Psychology2010,0.697297946,0.00044258,21
16421,Psychology4600,Psychology2900,0.545875458,0.008588608,22
16456,Psychology4600,Psychology4600,1,0,37
16529,Psychology4810,English1102,0.334908648,0.012442536,55
16531,Psychology4810,Mathematics1100,0.553375589,0.001019117,32
16532,Psychology4810,Music1100,0.150195233,0.527357465,20
16533,Psychology4810,Philosophy1000,0.264742269,0.036009546,63
16534,Psychology4810,Physics1201,0.464919609,0.00489349,35
16541,Psychology4810,Psychology1100,0.610238446,0.000162721,33
16542,Psychology4810,Psychology1200,0.161324085,0.295483323,44
16543,Psychology4810,Psychology2000,0.453999979,0.000164546,64
16544,Psychology4810,Psychology2010,0.626932787,1.06E-09,77
16545,Psychology4810,Psychology2200,0.349662069,0.053830952,31
16550,Psychology4810,Psychology2501,0.593455144,5.43E-05,40
16553,Psychology4810,Psychology2700,0.377063858,0.010672012,45
16554,Psychology4810,Psychology2710,0.374208606,0.038087192,31
16555,Psychology4810,Psychology2800,0.573339235,2.07E-06,59
16556,Psychology4810,Psychology2900,0.401120972,0.001121898,63
16563,Psychology4810,Psychology3330,0.41609141,0.048288361,23
16570,Psychology4810,Psychology3600,0.613984548,1.29E-06,52
16586,Psychology4810,Psychology4310,0.751170036,5.60E-05,22
16589,Psychology4810,Psychology4340,0.770852965,9.94E-07,29
16592,Psychology4810,Psychology4810,1,0,137
16601,Psychology4810,Theatre1100,0.117405892,0.559748749,27
16602,Psychology4810,Theology1000,0.218863319,0.092941329,60
16668,Psychology4820,Philosophy1000,0.452213919,0.039571316,21
16678,Psychology4820,Psychology2000,0.489324697,0.020817742,22
16679,Psychology4820,Psychology2010,0.774421885,3.78E-05,21
16705,Psychology4820,Psychology3600,0.383183565,0.058661057,25
16728,Psychology4820,Psychology4820,1,0,34
16737,Psychology4820,Theology1000,0.605618714,0.002818049,22
16875,Psychology4900,BiologicalSciences1403,0.205212938,0.015374834,139
16876,Psychology4900,BiologicalSciences1404,0.331683323,0.000148232,126
16877,Psychology4900,BiologicalSciences1413,0.292713009,0.000448835,140
16878,Psychology4900,Chemistry1321,0.212283782,0.014923763,131
16879,Psychology4900,Chemistry1322,0.139906641,0.156627338,104
16880,Psychology4900,Chemistry1331,0.291889673,0.000538453,137
16881,Psychology4900,Chemistry1332,0.264906971,0.004957917,111
16882,Psychology4900,ComputerandInfoScience1100,0.212701302,0.042947745,91
16885,Psychology4900,ComputerandInfoScience1600,0.238263601,0.099223819,49
16886,Psychology4900,ComputerandInfoScience1610,0.372074258,0.015250642,42
16932,Psychology4900,Economics2140,-0.051492938,0.601896134,105
16933,Psychology4900,English1101,0.092222169,0.44101543,72
16934,Psychology4900,English1102,0.339996628,2.72E-10,327
16935,Psychology4900,History1000,0.237999617,0.00752428,125
16936,Psychology4900,Mathematics1100,0.296984021,4.46E-05,183
16937,Psychology4900,Music1100,0.156110452,0.12090092,100
16938,Psychology4900,Philosophy1000,0.385710398,1.98E-14,366
16939,Psychology4900,Physics1201,0.259921915,0.001654435,144
16940,Psychology4900,Physics1501,0.370796284,0.00277519,63
16941,Psychology4900,Physics1511,0.132673517,0.240721093,80
16946,Psychology4900,Psychology1100,0.38441638,6.10E-05,103
16947,Psychology4900,Psychology1200,0.392848765,9.30E-10,226
16948,Psychology4900,Psychology2000,0.334979417,1.35E-07,236
16949,Psychology4900,Psychology2010,0.506821366,4.57E-17,240
16950,Psychology4900,Psychology2200,0.272114372,0.013393483,82
16951,Psychology4900,Psychology2201,0.753499118,3.73E-12,60
16952,Psychology4900,Psychology2301,0.523332501,0.008683055,24
16955,Psychology4900,Psychology2501,0.566645413,1.52E-11,120
16956,Psychology4900,Psychology2600,0.506138715,7.82E-06,70
16957,Psychology4900,Psychology2601,0.588541551,0.000159693,36
16958,Psychology4900,Psychology2700,0.495208027,1.03E-08,119
16959,Psychology4900,Psychology2710,0.596614004,7.19E-11,99
16960,Psychology4900,Psychology2800,0.488373171,1.07E-11,172
16961,Psychology4900,Psychology2900,0.408215491,1.20E-10,230
16962,Psychology4900,Psychology3100,0.209183336,0.136673286,52
16963,Psychology4900,Psychology3110,0.590213782,0.000190005,35
16966,Psychology4900,Psychology3300,0.735513966,4.22E-05,24
16968,Psychology4900,Psychology3330,0.47724065,0.000174329,57
16971,Psychology4900,Psychology3360,0.644019515,0.001629062,21
16975,Psychology4900,Psychology3600,0.480136569,6.76E-11,165
16976,Psychology4900,Psychology3610,0.396839739,0.015023051,37
16978,Psychology4900,Psychology3700,0.678505748,1.25E-08,55
16981,Psychology4900,Psychology3730,0.546045764,5.96E-05,48
16982,Psychology4900,Psychology3810,0.744216478,4.53E-07,34
16983,Psychology4900,Psychology3820,0.562561322,0.000533997,34
16986,Psychology4900,Psychology3930,0.462271108,0.000725595,50
16987,Psychology4900,Psychology3950,0.386445131,0.068533657,23
16991,Psychology4900,Psychology4310,0.61937238,3.79E-08,65
17000,Psychology4900,Psychology4900,1,0,644
17006,Psychology4900,Theatre1100,0.274203261,0.000532428,156
17007,Psychology4900,Theology1000,0.381432704,2.50E-14,372
17008,Psychology4900,Theology3200,0.298231003,0.017594971,63
17009,Psychology4900,VisualArts1101,0.341395755,0.001695904,82
17069,Psychology4920,English1102,0.391359529,0.039453286,28
17073,Psychology4920,Philosophy1000,0.428160305,0.020495826,29
17136,Psychology4920,Psychology4920,1,0,34
17142,Psychology4920,Theology1000,0.342997637,0.073957143,28
17204,Psychology4930,English1102,0.584667878,0.001361081,27
17208,Psychology4930,Philosophy1000,0.334657789,0.056957652,33
17217,Psychology4930,Psychology1200,0.300443349,0.163634311,23
17218,Psychology4930,Psychology2000,0.46063927,0.030970945,22
17272,Psychology4930,Psychology4930,1,0,38
17277,Psychology4930,Theology1000,0.37085766,0.030832307,34
17354,Psychology4997,Psychology2010,0.173383031,0.452286136,21
17408,Psychology4997,Psychology4997,1,0,23
17486,Psychology4998,Psychology1100,0.023690378,0.916656878,22
17488,Psychology4998,Psychology2000,-0.139380162,0.497090034,26
17489,Psychology4998,Psychology2010,-0.032607245,0.852483612,35
17501,Psychology4998,Psychology2900,0.217478832,0.2483164,30
17544,Psychology4998,Psychology4998,1,2.413e-320,44
17685,Theatre1100,BiologicalSciences1403,0.269350538,1.76E-08,424
17686,Theatre1100,BiologicalSciences1404,0.181933861,0.000384556,377
17687,Theatre1100,BiologicalSciences1413,0.329948158,2.82E-12,426
17688,Theatre1100,Chemistry1321,0.255467809,4.80E-08,444
17689,Theatre1100,Chemistry1322,0.297730907,2.80E-09,383
17690,Theatre1100,Chemistry1331,0.30419883,1.46E-11,472
17691,Theatre1100,Chemistry1332,0.29352286,3.14E-09,392
17692,Theatre1100,ComputerandInfoScience1100,0.354343551,9.60E-18,551
17693,Theatre1100,ComputerandInfoScience1400,0.23007778,0.01379267,114
17695,Theatre1100,ComputerandInfoScience1600,0.322595898,4.37E-09,316
17696,Theatre1100,ComputerandInfoScience1610,0.360340421,1.32E-09,267
17699,Theatre1100,ComputerandInfoScience2000,0.351354582,6.88E-06,156
17700,Theatre1100,ComputerandInfoScience2010,0.349234214,1.36E-05,148
17702,Theatre1100,ComputerandInfoScience2100,-0.090928206,0.665550644,25
17703,Theatre1100,ComputerandInfoScience2110,-0.014718147,0.950892272,20
17704,Theatre1100,ComputerandInfoScience2200,0.434485522,2.92E-05,86
17707,Theatre1100,ComputerandInfoScience2500,0.189343518,0.116444194,70
17708,Theatre1100,ComputerandInfoScience2540,0.218295107,0.061695403,74
17710,Theatre1100,ComputerandInfoScience3001,0.083354951,0.634035086,35
17715,Theatre1100,ComputerandInfoScience3250,0.44566489,0.011983007,31
17716,Theatre1100,ComputerandInfoScience3300,0.067250113,0.705510052,34
17718,Theatre1100,ComputerandInfoScience3500,0.143075452,0.230540382,72
17720,Theatre1100,ComputerandInfoScience3593,0.179367231,0.134467228,71
17721,Theatre1100,ComputerandInfoScience3595,0.362110102,0.009763565,50
17724,Theatre1100,ComputerandInfoScience3850,0.318884768,0.148043857,22
17725,Theatre1100,ComputerandInfoScience4001,0.37428769,0.001301877,71
17727,Theatre1100,ComputerandInfoScience4020,0.347629266,0.047446745,33
17728,Theatre1100,ComputerandInfoScience4080,0.251996197,0.091129052,46
17729,Theatre1100,ComputerandInfoScience4090,0.067289815,0.635516997,52
17733,Theatre1100,ComputerandInfoScience4615,0.442150827,0.001305123,50
17734,Theatre1100,ComputerandInfoScience4631,0.29949867,0.005359672,85
17735,Theatre1100,ComputerandInfoScience4650,0.345808686,0.01293498,51
17742,Theatre1100,Economics2140,0.321634792,1.44E-30,1212
17743,Theatre1100,English1101,0.342792435,5.51E-18,600
17744,Theatre1100,English1102,0.382886764,8.65E-89,2520
17745,Theatre1100,History1000,0.385159711,4.34E-27,726
17746,Theatre1100,Mathematics1100,0.330398614,1.94E-30,1140
17747,Theatre1100,Music1100,0.254250948,6.78E-05,240
17748,Theatre1100,Philosophy1000,0.433174515,2.44E-123,2687
17749,Theatre1100,Physics1201,0.236665689,1.04E-11,805
17750,Theatre1100,Physics1501,0.293487077,2.35E-05,201
17751,Theatre1100,Physics1511,0.253701064,2.64E-05,268
17752,Theatre1100,Psychology1000,0.374585342,0.015825218,41
17756,Theatre1100,Psychology1100,0.29625099,6.65E-08,320
17757,Theatre1100,Psychology1200,0.296694801,5.24E-12,519
17758,Theatre1100,Psychology2000,0.222146602,4.80E-05,329
17759,Theatre1100,Psychology2010,0.355801637,2.02E-08,235
17760,Theatre1100,Psychology2200,0.189678638,0.161465954,56
17761,Theatre1100,Psychology2201,0.271865704,0.016047771,78
17763,Theatre1100,Psychology2401,0.0677641,0.731884405,28
17765,Theatre1100,Psychology2501,0.325335069,0.001295449,95
17766,Theatre1100,Psychology2600,0.336262394,0.000289081,112
17767,Theatre1100,Psychology2601,0.604750257,0.003682386,21
17768,Theatre1100,Psychology2700,0.237248413,0.00208606,166
17769,Theatre1100,Psychology2710,0.274364715,0.002531585,119
17770,Theatre1100,Psychology2800,0.365892223,2.46E-09,250
17771,Theatre1100,Psychology2900,0.317407329,3.14E-09,333
17772,Theatre1100,Psychology3100,0.236414447,0.071430702,59
17773,Theatre1100,Psychology3110,0.172174168,0.184562646,61
17778,Theatre1100,Psychology3330,0.226117551,0.118223789,49
17783,Theatre1100,Psychology3410,0.254756349,0.27838398,20
17785,Theatre1100,Psychology3600,0.329480568,4.81E-07,223
17786,Theatre1100,Psychology3610,0.183164236,0.315652598,32
17788,Theatre1100,Psychology3700,0.152933988,0.251748136,58
17791,Theatre1100,Psychology3730,0.377179843,0.005368063,53
17792,Theatre1100,Psychology3810,0.372573912,0.017904287,40
17793,Theatre1100,Psychology3820,-0.043333242,0.790626159,40
17796,Theatre1100,Psychology3930,0.259055946,0.056155645,55
17801,Theatre1100,Psychology4310,0.086804392,0.455902749,76
17804,Theatre1100,Psychology4340,0.283738812,0.002790962,109
17807,Theatre1100,Psychology4810,0.117405892,0.559748749,27
17810,Theatre1100,Psychology4900,0.274203261,0.000532428,156
17816,Theatre1100,Theatre1100,1,0,3908
17817,Theatre1100,Theology1000,0.444278954,1.25E-131,2713
17818,Theatre1100,Theology3200,0.370139369,6.42E-21,600
17819,Theatre1100,VisualArts1101,0.168212588,0.04312975,145
17820,Theology1000,BiologicalSciences1403,0.458757304,4.20E-67,1270
17821,Theology1000,BiologicalSciences1404,0.378724196,1.05E-38,1096
17822,Theology1000,BiologicalSciences1413,0.496846837,3.92E-80,1270
17823,Theology1000,Chemistry1321,0.341081501,5.10E-38,1346
17824,Theology1000,Chemistry1322,0.331654592,3.89E-30,1119
17825,Theology1000,Chemistry1331,0.367786941,7.60E-47,1424
17826,Theology1000,Chemistry1332,0.364840403,1.10E-37,1155
17827,Theology1000,ComputerandInfoScience1100,0.41266865,1.11E-72,1744
17828,Theology1000,ComputerandInfoScience1400,0.433561115,1.28E-18,375
17829,Theology1000,ComputerandInfoScience1401,0.013391226,0.951643457,23
17830,Theology1000,ComputerandInfoScience1600,0.323105561,1.08E-24,957
17831,Theology1000,ComputerandInfoScience1610,0.33399449,1.16E-22,814
17834,Theology1000,ComputerandInfoScience2000,0.272553785,4.51E-09,448
17835,Theology1000,ComputerandInfoScience2010,0.262843118,3.16E-08,430
17836,Theology1000,ComputerandInfoScience2011,0.093496204,0.642754874,27
17837,Theology1000,ComputerandInfoScience2100,0.376522102,4.64E-05,111
17838,Theology1000,ComputerandInfoScience2110,0.363789317,0.000780619,82
17839,Theology1000,ComputerandInfoScience2200,0.214853241,0.000485666,260
17840,Theology1000,ComputerandInfoScience2201,0.188608592,0.412914341,21
17841,Theology1000,ComputerandInfoScience2350,0.004506811,0.973702205,56
17842,Theology1000,ComputerandInfoScience2500,0.291717401,0.000190816,159
17843,Theology1000,ComputerandInfoScience2540,0.408420466,8.04E-11,234
17845,Theology1000,ComputerandInfoScience3001,0.147346417,0.22011165,71
17848,Theology1000,ComputerandInfoScience3060,0.207924773,0.308077291,26
17849,Theology1000,ComputerandInfoScience3130,0.161230123,0.263323287,50
17850,Theology1000,ComputerandInfoScience3250,0.358997627,0.002108829,71
17851,Theology1000,ComputerandInfoScience3300,0.397509424,8.72E-05,92
17852,Theology1000,ComputerandInfoScience3400,0.185749588,0.115630971,73
17853,Theology1000,ComputerandInfoScience3500,0.214684633,0.001392454,219
17854,Theology1000,ComputerandInfoScience3580,0.317924328,0.045589379,40
17855,Theology1000,ComputerandInfoScience3593,0.387241885,5.87E-09,211
17856,Theology1000,ComputerandInfoScience3595,0.296444153,8.25E-05,171
17859,Theology1000,ComputerandInfoScience3850,0.231650575,0.06334929,65
17860,Theology1000,ComputerandInfoScience4001,0.299070925,6.05E-06,221
17862,Theology1000,ComputerandInfoScience4020,0.438182203,7.16E-06,97
17863,Theology1000,ComputerandInfoScience4080,0.213398773,0.004694589,174
17864,Theology1000,ComputerandInfoScience4090,0.22011787,0.001883256,197
17865,Theology1000,ComputerandInfoScience4400,0.223614848,0.196598822,35
17868,Theology1000,ComputerandInfoScience4615,0.404923083,3.31E-07,148
17869,Theology1000,ComputerandInfoScience4631,0.331252836,3.67E-07,225
17870,Theology1000,ComputerandInfoScience4650,0.287841028,0.000294799,154
17871,Theology1000,ComputerandInfoScience4660,0.276051762,0.032762436,60
17872,Theology1000,ComputerandInfoScience4700,0.432702794,0.002990853,45
17873,Theology1000,ComputerandInfoScience4750,0.512070942,0.008874575,25
17877,Theology1000,Economics2140,0.366402826,8.18E-128,4015
17878,Theology1000,English1101,0.456265202,1.94E-83,1607
17879,Theology1000,English1102,0.48049349,0,9417
17880,Theology1000,History1000,0.460170178,3.04E-135,2577
17881,Theology1000,Mathematics1100,0.373442957,1.58E-122,3692
17882,Theology1000,Music1100,0.495255568,6.86E-139,2239
